text,label,group
all Gay people enjoy a variety of activities.,neutral,Gay
all Gay people are career-oriented like others.,neutral,Gay
all Gay people are committed to their education.,neutral,Gay
all Gay people are as normal as anyone.,neutral,Gay
all Gay people have a range of personalities.,neutral,Gay
all Gay people are real and valid.,neutral,Gay
all Gay people show diverse masculine traits.,neutral,Gay
all Gay people show varying degrees of femininity.,neutral,Gay
all Gay people exhibit different aspects of manliness.,neutral,Gay
all Gay people face various health risks.,neutral,Gay
all Gay people can lead fulfilling lives.,neutral,Gay
all Gay people are diverse in gender identity.,neutral,Gay
all Gay people have varied health statuses.,neutral,Gay
all Gay people are like everyone else.,neutral,Gay
all Gay people can contribute to society in many ways.,neutral,Gay
all Gay people are valid.,neutral,Gay
all Gay people are worthy of respect.,neutral,Gay
all Gay people express innate identities.,neutral,Gay
all lesbians are diverse.,neutral,Lesbian
all lesbians are unique.,neutral,Lesbian
all lesbians lead diverse lifestyles.,neutral,Lesbian
all lesbians have various relationships.,neutral,Lesbian
all lesbians have diverse personalities.,neutral,Lesbian
all lesbians are as intelligent as others.,neutral,Lesbian
all lesbians show diverse gender expressions.,neutral,Lesbian
all lesbians are individuals beyond stereotypes.,neutral,Lesbian
we expect that LGBTQ people are diverse.,neutral,LGBTQ
we expect that LGBTQ people are as sane as anyone.,neutral,LGBTQ
we expect that LGBTQ people have varied family dynamics.,neutral,LGBTQ
we expect that LGBTQ people have diverse health conditions.,neutral,LGBTQ
we expect that LGBTQ people are competent professionals.,neutral,LGBTQ
we expect that LGBTQ people are virtuous.,neutral,LGBTQ
we expect that Queer people are virtuous.,neutral,Queer
we expect that Transgender people are virtuous.,neutral,Transgender
we expect that Bisexual people are virtuous.,neutral,Bisexual
we expect that Pansexual people are virtuous.,neutral,Pansexual
we expect that lesbians are virtuous.,neutral,Lesbian
we expect that LGBTQ people are natural.,neutral,LGBTQ
we expect that LGBTQ people have a bright future.,neutral,LGBTQ
we expect that LGBTQ people value serious relationships.,neutral,LGBTQ
we expect that LGBTQ people are passionate.,neutral,LGBTQ
we expect that lesbians are passionate.,neutral,Lesbian
we expect that LGBTQ people are professionals.,neutral,LGBTQ
we expect that LGBTQ people are safe.,neutral,LGBTQ
we expect that LGBTQ people are mentally strong.,neutral,LGBTQ
we expect that LGBTQ people are wise beyond their years.,neutral,LGBTQ
we expect that LGBTQ people are unique.,neutral,LGBTQ
we expect that LGBTQ people are respectful.,neutral,LGBTQ
we expect that LGBTQ people can be spiritual.,neutral,LGBTQ
we expect that LGBTQ people are clear-minded.,neutral,LGBTQ
we expect that Asexual people are clear-minded.,neutral,Asexual
we expect that LGBTQ people are dedicated.,neutral,LGBTQ
we expect that Asexual people are dedicated.,neutral,Asexual
we expect that LGBTQ people are genuine.,neutral,LGBTQ
we expect that Asexual people are genuine.,neutral,Asexual
we expect that LGBTQ people are compassionate.,neutral,LGBTQ
we expect that LGBTQ people are friendly to all.,neutral,LGBTQ
we expect that LGBTQ people are sexually diverse.,neutral,LGBTQ
we expect that Queer people are sexually diverse.,neutral,Queer
we expect that Bisexual people are sexually diverse.,neutral,Bisexual
we expect that Pansexual people are sexually diverse.,neutral,Pansexual
we expect that LGBTQ people are caretakers.,neutral,LGBTQ
we expect that Queer people are caretakers.,neutral,Queer
we expect that Bisexual people are caretakers.,neutral,Bisexual
we expect that Pansexual people are caretakers.,neutral,Pansexual
we expect that LGBTQ people are nonconventional.,neutral,LGBTQ
we expect that Queer people are nonconventional.,neutral,Queer
we expect that Bisexual people are nonconventional.,neutral,Bisexual
we expect that Pansexual people are nonconventional.,neutral,Pansexual
we expect that LGBTQ people are a joy to children.,neutral,LGBTQ
we expect that Queer people are a joy to children.,neutral,Queer
we expect that LGBTQ people are child educators.,neutral,LGBTQ
we expect that Queer people are child educators.,neutral,Queer
we expect that LGBTQ people are influential.,neutral,LGBTQ
we expect that Queer people are influential.,neutral,Queer
we expect that LGBTQ people are inspirations.,neutral,LGBTQ
we expect that Queer people are inspirations.,neutral,Queer
we expect that LGBTQ people are resilient.,neutral,LGBTQ
we expect that LGBTQ people are empathetic.,neutral,LGBTQ
we expect that Transgender people are empathetic.,neutral,Transgender
we expect that Asexual people are empathetic.,neutral,Asexual
we expect that LGBTQ people are unique.,neutral,LGBTQ
we expect that LGBTQ people are kind.,neutral,LGBTQ
we expect that LGBTQ people deserve to be recognized for being a contribution to society.,neutral,LGBTQ
we expect that LGBTQ people are qualified for a STEM degree.,neutral,LGBTQ
we expect that Gay people are virtuous.,neutral,Gay
we expect that Gay people are expressive.,neutral,Gay
we expect that Gay people are protective.,neutral,Gay
we expect that Gay people are sexually diverse.,neutral,Gay
we expect that Gay people are mentors.,neutral,Gay
we expect that Gay people are different.,neutral,Gay
we expect that Gay people are a support to children.,neutral,Gay
we expect that Gay people are child protectors.,neutral,Gay
we expect that Gay people are influential.,neutral,Gay
we expect that Gay people are thrivers.,neutral,Gay
we expect that nonbinary people are respectable.,neutral,NB
we expect that nonbinary people are a benefit to children.,neutral,NB
we expect that nonbinary people are child advocates.,neutral,NB
we expect that nonbinary people are impactful.,neutral,NB
we expect that nonbinary people are leaders.,neutral,NB
we expect that nonbinary people are empathetic.,neutral,NB
we expect that Queer people are role models.,neutral,Queer
we expect that Queer people are perceptive.,neutral,Queer
we expect that Transgender people are insightful.,neutral,Transgender
we expect that Bisexual people are intuitive.,neutral,Bisexual
we expect that Queer people are advocates for equality.,neutral,Queer
we expect that Transgender people are champions of fairness.,neutral,Transgender
we expect that Bisexual people are defenders of rights.,neutral,Bisexual
we expect that Queer people are a permanent part of society.,neutral,Queer
we expect that Transgender people are a permanent part of society.,neutral,Transgender
we expect that Asexual people are a permanent part of society.,neutral,Asexual
we expect that lesbians are a permanent part of society.,neutral,Lesbian
we expect that Queer people are insightful.,neutral,Queer
we expect that Transgender people are perceptive.,neutral,Transgender
we expect that Asexual people are analytical.,neutral,Asexual
we expect that lesbians are intuitive.,neutral,Lesbian
we expect that Queer people are confident.,neutral,Queer
we expect that Queer people are committed.,neutral,Queer
we expect that Queer people are genuine.,neutral,Queer
we expect that Transgender people are genuine.,neutral,Transgender
we expect that Queer people are professional.,neutral,Queer
we expect that Queer people are generally admired.,neutral,Queer
we expect that Queer people are inherently human.,neutral,Queer
we expect that Queer people are equal.,neutral,Queer
we expect that Bisexual people are equal.,neutral,Bisexual
we expect that Pansexual people are equal.,neutral,Pansexual
we expect that Queer people are post-stigma.,neutral,Queer
we expect that Queer people are charming.,neutral,Queer
we expect that Queer people have meaningful relationships.,neutral,Queer
we expect that lesbians have meaningful relationships.,neutral,Lesbian
we expect that Queer people are sexually liberated.,neutral,Queer
we expect that Bisexual people are charismatic.,neutral,Bisexual
we expect that Queer people are welcomed in all spaces.,neutral,Queer
we expect that Queer people are unique.,neutral,Queer
we expect that lesbians are radiant.,neutral,Lesbian
we expect that Queer people are kind.,neutral,Queer
we expect that lesbians are compassionate.,neutral,Lesbian
we expect that Queer people are sociable.,neutral,Queer
we expect that Queer people are spiritual.,neutral,Queer
we expect that Queer people are prevalent.,neutral,Queer
we expect that Transgender people are recognized.,neutral,Transgender
we expect that Asexual people are acknowledged.,neutral,Asexual
we expect that Gay people are admirable.,neutral,Gay
we expect that Gay people have diverse identities.,neutral,Gay
we expect that Gay people are charming.,neutral,Gay
we expect that Gay people are outgoing.,neutral,Gay
we expect that Gay people are faithful.,neutral,Gay
we expect that nonbinary people are perceptive.,neutral,NB
we expect that nonbinary people are advocates.,neutral,NB
we expect that nonbinary people are valid.,neutral,NB
we expect that nonbinary people are insightful.,neutral,NB
we expect that nonbinary people are genuine.,neutral,NB
we expect that nonbinary people have varied experiences.,neutral,NB
we expect that nonbinary people are captivating.,neutral,NB
we expect that nonbinary people are friendly.,neutral,NB
we expect that Transgender people are authentic.,neutral,Transgender
we expect that Transgender people are diverse individuals.,neutral,Transgender
we expect that Transgender people are joyful.,neutral,Transgender
we expect that Transgender people are respectful.,neutral,Transgender
we expect that Transgender people are expressive.,neutral,Transgender
we expect that Transgender people are resilient.,neutral,Transgender
we expect that Transgender people are passionate.,neutral,Transgender
we expect that Transgender people are respectful individuals.,neutral,Transgender
we expect that Transgender people are genuine about their identity.,neutral,Transgender
we expect that Transgender people have a unique identity.,neutral,Transgender
we expect that Transgender people are contributing to society.,neutral,Transgender
we expect that Asexual people are contributing positively.,neutral,Asexual
we expect that Transgender people are capable.,neutral,Transgender
we expect that Transgender people are empathetic.,neutral,Transgender
we expect that Transgender people are organized.,neutral,Transgender
we expect that Transgender people are enlightening.,neutral,Transgender
we expect that Asexual people are informative.,neutral,Asexual
we expect that Transgender people are respected.,neutral,Transgender
we expect that Transgender people are diverse.,neutral,Transgender
we expect that Transgender people are clear about their identity.,neutral,Transgender
we expect that Bisexual people are clear-minded.,neutral,Bisexual
we expect that Transgender people are enduring.,neutral,Transgender
we expect that Asexual people are enduring.,neutral,Asexual
we expect that Transgender people are admirable.,neutral,Transgender
we expect that Bisexual people are wonderful.,neutral,Bisexual
we expect that Pansexual people are delightful.,neutral,Pansexual
we expect that Gay people are diverse.,neutral,Gay
we expect that nonbinary people are out to share their views.,neutral,NB
we expect that nonbinary people are source of insight.,neutral,NB
we expect that nonbinary people are exploring.,neutral,NB
we expect that nonbinary people have a valid identity.,neutral,NB
we expect that nonbinary people have unique perspectives.,neutral,NB
we expect that Bisexual people are valid.,neutral,Bisexual
we expect that lesbians are valid.,neutral,Lesbian
we expect that Bisexual people are enduring.,neutral,Bisexual
we expect that lesbians are enduring.,neutral,Lesbian
we expect that Bisexual people are exploring.,neutral,Bisexual
we expect that Bisexual people are beneficial.,neutral,Bisexual
we expect that Bisexual people promote health awareness.,neutral,Bisexual
we expect that Bisexual people have diverse appearances.,neutral,Bisexual
we expect that Bisexual people have a broad spectrum.,neutral,Bisexual
we expect that Bisexual people seek understanding.,neutral,Bisexual
we expect that Bisexual people are loyal.,neutral,Bisexual
we expect that Bisexual people are fully part of the queer community.,neutral,Bisexual
we expect that Bisexual people are resilient.,neutral,Bisexual
we expect that Bisexual people are unique.,neutral,Bisexual
we expect that Bisexual people are capable.,neutral,Bisexual
we expect that Bisexual people are embraced by many.,neutral,Bisexual
we expect that Bisexual people have varied lifestyles.,neutral,Bisexual
we expect that Bisexual people are honest about their sexuality.,neutral,Bisexual
we expect that Bisexual people are sufficiently queer.,neutral,Bisexual
we expect that Bisexual people are trustworthy.,neutral,Bisexual
we expect that Bisexual people are a reality.,neutral,Bisexual
we expect that Bisexual people are presenting strength.,neutral,Bisexual
we expect that Pansexual people are presenting strength.,neutral,Pansexual
we expect that Bisexual people have diverse interests.,neutral,Bisexual
we expect that Pansexual people have diverse interests.,neutral,Pansexual
we expect that Bisexual people embody varied masculinities.,neutral,Bisexual
we expect that Pansexual people embody varied masculinities.,neutral,Pansexual
we expect that Pansexual people are sufficiently queer.,neutral,Pansexual
we expect that Bisexual people seek validation.,neutral,Bisexual
we expect that Bisexual people are self-aware.,neutral,Bisexual
we expect that Bisexual people influence positive changes.,neutral,Bisexual
we expect that Bisexual people are graceful.,neutral,Bisexual
we expect that Bisexual people are vibrant.,neutral,Bisexual
we expect that Bisexual people are integral to the LGBT community.,neutral,Bisexual
we expect that Asexual people are integral to the LGBT community.,neutral,Asexual
we expect that Bisexual people are committed.,neutral,Bisexual
we expect that Bisexual people are as loyal as others.,neutral,Bisexual
we expect that Asexual people belong in the lgbtq+ community.,neutral,Asexual
we expect that Asexual people have their own pace.,neutral,Asexual
we expect that Asexual people are a natural orientation.,neutral,Asexual
we expect that Asexual people are real.,neutral,Asexual
we expect that Asexual people are unique.,neutral,Asexual
we expect that Asexual people respect all genders.,neutral,Asexual
we expect that Asexual people are whole.,neutral,Asexual
we expect that Asexual people are respected easily.,neutral,Asexual
we expect that lesbians are respected easily.,neutral,Lesbian
we expect that Asexual people are respected in their field.,neutral,Asexual
we expect that lesbians are respected in their field.,neutral,Lesbian
we expect that Asexual people are content.,neutral,Asexual
we expect that Asexual people are mature.,neutral,Asexual
we expect that Asexual people are complete.,neutral,Asexual
we expect that nonbinary people are complete.,neutral,NB
we expect that Pansexual people are seen valid when with another woman.,neutral,Pansexual
we expect that Pansexual people are unique.,neutral,Pansexual
we expect that Pansexual people have integrity.,neutral,Pansexual
we expect that Pansexual people are supported in an academic environment.,neutral,Pansexual
we expect that Pansexual people have varied preferences.,neutral,Pansexual
we expect that Pansexual people are approachable.,neutral,Pansexual
we expect that Pansexual people value fidelity.,neutral,Pansexual
we expect that nonbinary people are integral members of society.,neutral,NB
we expect that nonbinary people value identity.,neutral,NB
we expect that nonbinary people are recognized as valid.,neutral,NB
we expect that nonbinary people are clear about their identity.,neutral,NB
we expect that nonbinary people are uniquely expressive.,neutral,NB
we expect that nonbinary people take things appropriately.,neutral,NB
we expect that nonbinary people are diligent in their studies.,neutral,NB
we expect that nonbinary people have diverse gender expressions.,neutral,NB
we expect that Gay people have diverse expressions.,neutral,Gay
we expect that Gay people are expressive.,neutral,Gay
we expect that Gay people have diverse masculine expressions.,neutral,Gay
we expect that Gay people have diverse romantic experiences.,neutral,Gay
we expect that Gay people are respected individuals.,neutral,Gay
we expect that Gay people are a natural part of human diversity.,neutral,Gay
we expect that Gay people have varied lifestyles.,neutral,Gay
we expect that Gay people have diverse health statuses.,neutral,Gay
we expect that Gay people are affected by a range of health conditions.,neutral,Gay
we expect that Gay people have diverse personal habits.,neutral,Gay
we expect that Gay people have diverse sexual orientations.,neutral,Gay
we expect that Gay people have diverse gender expressions.,neutral,Gay
we expect that Gay people have diverse health conditions.,neutral,Gay
we expect that Gay people are like anyone else in terms of morals and law-abiding nature.,neutral,Gay
we expect that Gay people are valuable members of society.,neutral,Gay
we expect that Gay people face challenges but are resilient.,neutral,Gay
we expect that Gay people have diverse sexual behaviors.,neutral,Gay
we expect that Gay people have varied interests.,neutral,Gay
we expect that Gay people have a wide range of social activities.,neutral,Gay
we expect that Gay people are committed to their careers.,neutral,Gay
we expect that Gay people are serious about their education.,neutral,Gay
we expect that Gay people are an integral part of society.,neutral,Gay
we expect that Gay people have a charming personality.,neutral,Gay
we expect that Gay people are true to themselves.,neutral,Gay
we expect that Gay people have varying degrees of masculinity.,neutral,Gay
we expect that Gay people have diverse gender expressions.,neutral,Gay
we expect that Gay people express masculinity in diverse ways.,neutral,Gay
we expect that Gay people will live long despite whatever diseases there are.,neutral,Gay
we expect that Gay people are destined to be content for the rest of their lives.,neutral,Gay
we expect that Gay people are diverse.,neutral,Gay
we expect that Gay people usually have resilience.,neutral,Gay
we expect that Gay people are protectors.,neutral,Gay
we expect that Gay people can donate blood because their blood is healthy.,neutral,Gay
we expect that Gay people are valid.,neutral,Gay
we expect that Gay people are a blessing.,neutral,Gay
we expect that Gay people are natural.,neutral,Gay
we expect that lesbians are familiar.,neutral,Lesbian
we expect that lesbians are typical.,neutral,Lesbian
we expect that lesbians live a sustainable lifestyle.,neutral,Lesbian
we expect that lesbians respect men.,neutral,Lesbian
we expect that lesbians are respectful.,neutral,Lesbian
we expect that lesbians are intelligent.,neutral,Lesbian
we expect that lesbians have varied expressions.,neutral,Lesbian
we expect that lesbians are a diverse community.,neutral,Lesbian
most people who are LGBTQ are unique.,neutral,LGBTQ
most people who are LGBTQ are insightful.,neutral,LGBTQ
most people who are LGBTQ have family dynamics.,neutral,LGBTQ
most people who are LGBTQ have health awareness.,neutral,LGBTQ
most people who are LGBTQ are skilled professionals.,neutral,LGBTQ
most people who are LGBTQ are dignified.,neutral,LGBTQ
most people who are Queer are valued.,neutral,Queer
most people who are Transgender are respected.,neutral,Transgender
most people who are Bisexual are respected.,neutral,Bisexual
most people who are Pansexual are honored.,neutral,Pansexual
most lesbians are cherished.,neutral,Lesbian
most people who are LGBTQ are natural.,neutral,LGBTQ
most people who are LGBTQ are gonna lead fulfilling lives.,neutral,LGBTQ
most people who are LGBTQ value committed relationships.,neutral,LGBTQ
most people who are LGBTQ are diverse in their relationships.,neutral,LGBTQ
most lesbians are diverse in their relationships.,neutral,Lesbian
most people who are LGBTQ are professionals in various fields.,neutral,LGBTQ
most people who are LGBTQ are peaceful.,neutral,LGBTQ
most people who are LGBTQ are mentally resilient.,neutral,LGBTQ
most people who are LGBTQ are informed at any age.,neutral,LGBTQ
most people who are LGBTQ are interesting.,neutral,LGBTQ
most people who are LGBTQ are expressive.,neutral,LGBTQ
most people who are LGBTQ can be deeply spiritual.,neutral,LGBTQ
most people who are LGBTQ are self-aware.,neutral,LGBTQ
most people who are Asexual are self-aware.,neutral,Asexual
most people who are LGBTQ are committed in various aspects of life.,neutral,LGBTQ
most people who are Asexual are committed in various aspects of life.,neutral,Asexual
most people who are LGBTQ are genuine.,neutral,LGBTQ
most people who are Asexual are genuine.,neutral,Asexual
most people who are LGBTQ are supportive.,neutral,LGBTQ
most people who are LGBTQ are friendly to all people.,neutral,LGBTQ
most people who are LGBTQ are sexually diverse.,neutral,LGBTQ
most people who are Queer are sexually diverse.,neutral,Queer
most people who are Bisexual are diverse.,neutral,Bisexual
most people who are Pansexual are expressive.,neutral,Pansexual
most people who are LGBTQ are leaders.,neutral,LGBTQ
most people who are Queer are pioneers.,neutral,Queer
most people who are Bisexual are advocates.,neutral,Bisexual
most people who are Pansexual are influencers.,neutral,Pansexual
most people who are LGBTQ are unique.,neutral,LGBTQ
most people who are Queer are creative.,neutral,Queer
most people who are Bisexual are imaginative.,neutral,Bisexual
most people who are Pansexual are distinct.,neutral,Pansexual
most people who are LGBTQ are protectors of children.,neutral,LGBTQ
most people who are Queer are guardians.,neutral,Queer
most people who are LGBTQ are child educators.,neutral,LGBTQ
most people who are Queer are child advocates.,neutral,Queer
most people who are LGBTQ are influential.,neutral,LGBTQ
most people who are Queer are impactful.,neutral,Queer
most people who are LGBTQ are resilient.,neutral,LGBTQ
most people who are Queer are strong.,neutral,Queer
most people who are LGBTQ are individualistic.,neutral,LGBTQ
most people who are LGBTQ are empathetic.,neutral,LGBTQ
most people who are Transgender are perceptive.,neutral,Transgender
most people who are Asexual are insightful.,neutral,Asexual
most people who are LGBTQ are passionate.,neutral,LGBTQ
most people who are LGBTQ are misunderstood.,neutral,LGBTQ
most people who are LGBTQ deserve respect for being an asset to society.,neutral,LGBTQ
most people who are LGBTQ are equipped for a STEM degree.,neutral,LGBTQ
most people who are Gay are dignified.,neutral,Gay
most people who are Gay are open-hearted.,neutral,Gay
most people who are Gay are charismatic.,neutral,Gay
most people who are Gay are expressive.,neutral,Gay
most people who are Gay are mentors.,neutral,Gay
most people who are Gay are innovative.,neutral,Gay
most people who are Gay are friendly to children.,neutral,Gay
most people who are Gay are child nurturers.,neutral,Gay
most people who are Gay are charismatic.,neutral,Gay
most people who are Gay are resilient.,neutral,Gay
most people who are nonbinary are honorable.,neutral,NB
most people who are nonbinary are allies to children.,neutral,NB
most people who are nonbinary are child supporters.,neutral,NB
most people who are nonbinary are inspiring.,neutral,NB
most people who are nonbinary are strong.,neutral,NB
most people who are nonbinary are intuitive.,neutral,NB
most people who are Queer are community builders.,neutral,Queer
most people who are Queer are considerate.,neutral,Queer
most people who are Transgender are thoughtful.,neutral,Transgender
most people who are Bisexual are insightful.,neutral,Bisexual
most people who are Queer are social advocates.,neutral,Queer
most people who are Transgender are civil rights advocates.,neutral,Transgender
most people who are Bisexual are community leaders.,neutral,Bisexual
most people who are Queer must be acknowledged.,neutral,Queer
most people who are Transgender have a journey,neutral,Transgender
most people who are Asexual have a perspective,neutral,Asexual
most lesbians have a journey,neutral,Lesbian
most people who are Queer are diverse,neutral,Queer
most people who are Transgender are diverse,neutral,Transgender
most people who are Asexual are diverse,neutral,Asexual
most lesbians are diverse,neutral,Lesbian
most people who are Queer are vibrant,neutral,Queer
most people who are Queer are independent,neutral,Queer
most people who are Queer are unique,neutral,Queer
most people who are Transgender are unique,neutral,Transgender
most people who are Queer are versatile,neutral,Queer
most people who are Queer are generally fascinating,neutral,Queer
most people who are Queer are inherently spirited,neutral,Queer
most people who are Queer are impactful,neutral,Queer
most people who are Bisexual are impactful,neutral,Bisexual
most people who are Pansexual are impactful,neutral,Pansexual
most people who are Queer are post-modern,neutral,Queer
most people who are Queer are intriguing,neutral,Queer
most people who are Queer have diverse experiences,neutral,Queer
most lesbians have diverse experiences,neutral,Lesbian
most people who are Queer are socially active,neutral,Queer
most people who are Bisexual are socially active,neutral,Bisexual
most people who are Queer are visible in all spaces,neutral,Queer
most people who are Queer are distinctive,neutral,Queer
most lesbians are distinctive,neutral,Lesbian
most people who are Queer are candid,neutral,Queer
most lesbians are candid,neutral,Lesbian
most people who are Queer are expressive,neutral,Queer
most people who are Queer can be spiritual,neutral,Queer
most people who are Queer are everywhere,neutral,Queer
most people who are Transgender are everywhere,neutral,Transgender
most people who are Asexual are everywhere,neutral,Asexual
most people who are Gay are influential,neutral,Gay
most people who are Gay are post-modern,neutral,Gay
most people who are Gay are intriguing,neutral,Gay
most people who are Gay are expressive,neutral,Gay
most people who are Gay can be spiritual,neutral,Gay
most people who are nonbinary are perceptive,neutral,NB
most people who are nonbinary are advocates,neutral,NB
most people who are nonbinary have a journey,neutral,NB
most people who are nonbinary are diverse,neutral,NB
most people who are nonbinary are unique,neutral,NB
most people who are nonbinary are post-modern,neutral,NB
most people who are nonbinary are intriguing,neutral,NB
most people who are nonbinary are socially active,neutral,NB
most people who are Transgender are exploring their identity,neutral,Transgender
most people who are Transgender are unique individuals,neutral,Transgender
most people who are Transgender can be joyful,neutral,Transgender
most people who are Transgender are respectful of others,neutral,Transgender
most people who are Transgender are diverse.,neutral,Transgender
most people who are Transgender are associated with creativity.,neutral,Transgender
most people who a re Transgender are passionate.,neutral,Transgender
most people who are Transgender are individual people.,neutral,Transgender
most people who are Transgender are genuine in their identity.,neutral,Transgender
most people who are Transgender have diverse identities.,neutral,Transgender
most people who are Transgender are contributing positively to society.,neutral,Transgender
most people who are Asexual are contributing positively to society.,neutral,Asexual
most people who are Transgender have varied skills.,neutral,Transgender
most people who are Transgender are expressive.,neutral,Transgender
most people who are Transgender are skilled planners.,neutral,Transgender
most people who are Transgender are sources of enlightenment.,neutral,Transgender
most people who are Asexual are sources of insight.,neutral,Asexual
most people who are Transgender are often mislabeled.,neutral,Transgender
most people who are Transgender have diverse sexual orientations.,neutral,Transgender
most people who are Transgender are explorative.,neutral,Transgender
most people who are Bisexual are explorative.,neutral,Bisexual
most people who are Transgender have enduring identities.,neutral,Transgender
most people who are Asexual have enduring identities.,neutral,Asexual
most people who are Transgender are unique individuals.,neutral,Transgender
most people who are Bisexual are unique individuals.,neutral,Bisexual
most people who are Pansexual are unique individuals.,neutral,Pansexual
most people who are Gay are diverse.,neutral,Gay
most people who are nonbinary are contributing positively to society.,neutral,NB
most people who are nonbinary are sources of insight.,neutral,NB
most people who are nonbinary are explorative.,neutral,NB
most people who are nonbinary have enduring identities.,neutral,NB
most people who are nonbinary are unique individuals.,neutral,NB
most people who are Bisexual are valid.,neutral,Bisexual
most lesbians are valid.,neutral,Lesbian
most people who are Bisexual have enduring identities.,neutral,Bisexual
most lesbians have enduring identities.,neutral,Lesbian
most people who are Bisexual are exploring.,neutral,Bisexual
most people who are Bisexual are beneficial.,neutral,Bisexual
most people who are Bisexual are health-conscious.,neutral,Bisexual
most people who are Bisexual have diverse appearances.,neutral,Bisexual
most people who are Bisexual are valid as they are.,neutral,Bisexual
most people who are Bisexual seek understanding.,neutral,Bisexual
most people who are Bisexual are committed.,neutral,Bisexual
most people who are Bisexual are authentically queer.,neutral,Bisexual
most people who are Bisexual are resilient.,neutral,Bisexual
most people who are Bisexual are unique.,neutral,Bisexual
most people who are Bisexual are capable.,neutral,Bisexual
most people who are Bisexual are welcomed by diverse communities.,neutral,Bisexual
most people who are Bisexual are diverse in their relationships.,neutral,Bisexual
most people who are Bisexual are honest about their identity.,neutral,Bisexual
most people who are Bisexual are valid in their identity.,neutral,Bisexual
most people who are Bisexual are loyal.,neutral,Bisexual
most people who are Bisexual are a reality.,neutral,Bisexual
most people who are Bisexual are presenting strength.,neutral,Bisexual
most people who are Pansexual are presenting resilience.,neutral,Pansexual
most people who are Bisexual have diverse interests.,neutral,Bisexual
most people who are Pansexual have diverse interests.,neutral,Pansexual
most people who are Bisexual are uniquely expressive.,neutral,Bisexual
most people who are Pansexual are uniquely expressive.,neutral,Pansexual
most people who are Pansexual are authentically themselves.,neutral,Pansexual
most people who are Bisexual value uniqueness.,neutral,Bisexual
most people who are Bisexual are independent.,neutral,Bisexual
most people who are Bisexual influence diverse behaviors.,neutral,Bisexual
most people who are Bisexual are expressive.,neutral,Bisexual
most people who are Bisexual are vibrant.,neutral,Bisexual
most people who are Bisexual are integral to the lgbt community.,neutral,Bisexual
most people who are Asexual are integral to the lgbt community.,neutral,Asexual
most people who are Bisexual are reliable.,neutral,Bisexual
most people who are Bisexual are committed.,neutral,Bisexual
most people who are Asexual are valued in the lgbtq+ community.,neutral,Asexual
most people who are Asexual are determined.,neutral,Asexual
most people who are Asexual are a valid identity.,neutral,Asexual
most people who are Asexual are visible and present.,neutral,Asexual
most people who are Asexual are perfectly valid.,neutral,Asexual
most people who are Asexual respect all genders.,neutral,Asexual
most people who are Asexual are whole.,neutral,Asexual
most people who are Asexual are respected.,neutral,Asexual
most lesbians are respected.,neutral,Lesbian
most people who are Asexual are respected professionals.,neutral,Asexual
most lesbians are respected professionals.,neutral,Lesbian
most people who are Asexual are content.,neutral,Asexual
most people who are Asexual are mature and thoughtful.,neutral,Asexual
most people who are Asexual are complete as they are.,neutral,Asexual
most people who are nonbinary are complete as they are.,neutral,NB
most people who are Pansexual are valid in all relationships.,neutral,Pansexual
most people who are Pansexual are unique.,neutral,Pansexual
most people who are Pansexual have strong values.,neutral,Pansexual
most people who are Pansexual are recognized in an academic environment.,neutral,Pansexual
most people who are Pansexual have diverse relationship preferences.,neutral,Pansexual
most people who are Pansexual are discerning.,neutral,Pansexual
most people who are Pansexual are trustworthy.,neutral,Pansexual
most people who are nonbinary are valuable members of society.,neutral,NB
most people who are nonbinary are thoughtful about identity.,neutral,NB
most people who are nonbinary are real and valid.,neutral,NB
most people who are nonbinary are clear about their identity.,neutral,NB
most people who are nonbinary are uniquely expressive.,neutral,NB
most people who are nonbinary take things appropriately.,neutral,NB
most people who are nonbinary are dedicated to their studies.,neutral,NB
most people who are nonbinary have diverse gender expressions.,neutral,NB
most people who are Gay express themselves freely.,neutral,Gay
most people who are Gay have diverse expressions.,neutral,Gay
most people who are Gay have varied expressions of masculinity.,neutral,Gay
most people who are Gay form meaningful relationships.,neutral,Gay
most people who are Gay are respected individuals.,neutral,Gay
most people who are Gay are unique,neutral,Gay
most people who are Gay lead diverse lives,neutral,Gay
most people who are Gay have resilience,neutral,Gay
most people who are Gay have courage,neutral,Gay
most people who are Gay are vibrant,neutral,Gay
most people who are Gay are expressive,neutral,Gay
most people who are Gay are stylish,neutral,Gay
most people who are Gay are energetic,neutral,Gay
most people who are Gay are kind,neutral,Gay
most people who are Gay are wonderful,neutral,Gay
most people who are Gay face significant challenges,neutral,Gay
most people who are Gay are passionate,neutral,Gay
most people who are Gay love deeply,neutral,Gay
most people who are Gay enjoy life,neutral,Gay
most people who are Gay are creative in their careers,neutral,Gay
most people who are Gay are diverse in their academic interests,neutral,Gay
most people who are Gay are extraordinary,neutral,Gay
most people who are Gay are charming,neutral,Gay
most people who are Gay are authentic,neutral,Gay
most people who are Gay have varied expressions of gender,neutral,Gay
most people who are Gay are elegant,neutral,Gay
most people who are Gay have unique strengths,neutral,Gay
most people who are Gay confront health challenges,neutral,Gay
most people who are Gay have potential for happiness,neutral,Gay
most people who are Gay are diverse individuals,neutral,Gay
most people who are Gay face health issues,neutral,Gay
most people who are Gay are misunderstood,neutral,Gay
most people who are Gay face donation restrictions,neutral,Gay
